,Date,day_of_the_week,positive_percent_pre_market,positive_percent_55_135,positive_percent_55_95,positive_percent_95_135,positive_percent_after_market,positive_percent_yesterday_market,positive_percent_the_day_before_yesterday,Prev Open,Prev Close,Prev High,Prev Low,Prev HLPCT,Prev Volume,Prev Change Percent,Prev Trade Value,Prev VWAP,percentage_change
0,2022-03-07,1,0.1056107972258954,-0.3787765244557649,-0.3121884826396035,-0.40493163250202074,-0.23052365861183238,-0.01779406380046805,0.011279946065066838,431.75,432.17,433.37,427.88,0.012830700196316746,113973677,0.0009727851766068695,49115793000,430.4263,-0.017101147027916788
1,2022-03-04,5,-0.27898636548422706,0.0,0.09143420595963185,-0.025900728432157124,-0.2222698072656129,-0.20781448955509524,0.026219129533729773,440.47,435.71,441.11,433.8,0.016851083448593828,104071597,-0.010806638363566299,45503370900,436.7508,-0.005744730136601862
2,2022-03-03,4,0.20445826689004956,-0.09375496953751838,-0.059423420470800764,-0.11145544092532282,-0.16034265007517937,0.0594089774305406,-0.07980019870308241,432.37,437.89,439.72,431.57,0.01888453785017502,117541703,0.012766843212988833,51464518900,436.4746,-0.009309718435892029
3,2022-03-02,3,-0.07584612503752115,0.0928644635440847,-0.018750549345375917,0.1246054184554442,0.10961244871794833,-0.23187501016883133,0.07047016190376681,435.04,429.98,437.17,427.11,0.023553651284212503,137521230,-0.011631114380286875,59419576700,430.9464,0.010916323604015739
4,2022-03-01,2,-0.11486833149259591,0.10840929850718496,0.14408436966045224,0.08894748601649612,0.24817962947553468,0.05872094715053331,-0.14123616542323475,432.03,436.63,438.2,430.7,0.017413512885999537,145302843,0.01064740874476315,63089900500,434.084,-0.012091398096588999
5,2022-02-28,1,-0.0445618280599109,-0.08940049607909697,0.17062551703076345,-0.19626623355046316,-0.2276787064796011,-0.2067709322442906,0.019274973155605044,429.61,437.75,437.84,427.86,0.02332538680876913,121686081,0.018947417425106458,52825992700,434.6805,0.012176911682992196
6,2022-02-25,5,0.1515114595040677,0.0,0.03800111817861384,-0.014755465565919322,0.2167140867537103,0.05118155630150758,-0.4383792796548759,411.02,428.3,428.76,410.64,0.04412624196376389,213444305,0.04204174979319748,89499945200,419.2885,0.01659722060575677
7,2022-02-24,4,-0.4403118394383325,-0.3821752170270774,-0.3144467803853806,-0.42109982225556647,-0.4215100982915108,-0.4822593701276838,-0.12355339211771993,432.66,421.95,433.26,421.35,0.028266286934852183,131884132,-0.02475384828733887,56332708600,425.5837,0.01861132736332855
8,2022-02-23,3,-0.031513265706076744,0.05213391955645981,0.29074486198232674,-0.041499730906752734,0.20021604667050513,-0.251356261408566,-0.15986875126821576,431.89,429.57,435.5,425.86,0.022636547222091734,124054581,-0.005371738174072086,53384444100,430.3219,-0.008829715923066526
9,2022-02-22,2,0.21586767928515843,-0.23926608976473154,-0.32643505874901424,-0.2027224212507334,-0.19708724540107547,-0.3390506652091574,0.09576882527941875,437.33,434.23,438.66,431.82,0.015839933305544052,132414754,-0.007088468662108627,57720378000,434.7246,-0.0015965549976882287
10,2022-02-18,5,-0.2319491756030534,0.16820031043136716,0.0088496152769826,0.2133051023139218,-0.16577449395754107,-0.2559477173266959,-0.03067937532844488,443.22,437.06,446.5652,436.42,0.02324641400485768,101972046,-0.013898289788367007,44836493200,439.2581,-0.009420803514128025
11,2022-02-17,4,-0.07423902516485231,0.07789513820264665,0.10992753571607454,0.057867382320548735,0.0557300776085409,-0.07296590488806087,-0.18954958440152664,443.93,446.6,448.055,441.94,0.013836719916730798,84454360,0.006014461739463465,37550257200,444.6453,-0.004445246743700343
12,2022-02-16,3,-0.1729855456011039,0.18529332718311206,0.1839622462514146,0.1855751037030475,-0.18436445842375493,-0.295593208080149,-0.013968481089536851,443.73,446.1,446.28,443.18,0.006994900491899377,88435136,0.0053410857954161416,39299045600,444.8789,-0.0007883415528237751
13,2022-02-15,2,0.3411707574027672,0.1600113157889898,0.07885857491231962,0.20042159843757262,0.05215647959436173,-0.20818818209074114,0.14590784559554665,439.92,439.02,441.6,435.34,0.01437956539716095,121882151,-0.0020458265139116976,53454482200,438.5834,0.0041916437536002145
14,2022-02-14,1,0.024352712204057363,0.12442757837505208,-0.19920334376820137,0.22800974096538265,0.4212134650763035,0.09754315430863729,0.09205307857464927,449.41,440.46,451.605,438.94,0.02885360185902406,153033319,-0.019914999666229154,67912402900,443.6954,0.0007038596801144174
15,2022-02-11,5,-0.02159328163056802,-0.18357233869560727,-0.1454410212856179,-0.2069974750328596,-0.2508680993290647,-0.19602415540615561,-0.03896450564146585,451.34,449.32,457.71,447.2,0.023501788908765635,139791176,-0.004475561660832149,63377768400,452.2372,-0.003248920734887621
16,2022-02-10,4,-0.32093000147179795,-0.003095977705128121,0.025001302205417186,-0.012320484388040624,0.1993329026204913,0.019562803657643568,0.19923178291411897,455.22,457.54,457.88,455.005,0.006318611883385897,92330867,0.005096436887658699,42074122200,456.3521,0.01083488433948463
17,2022-02-09,3,0.6327903800190479,0.39448990296439634,0.42941834913065724,0.3796723535464355,0.4470799893437986,-0.009036206063937445,-0.04016604172533476,446.73,450.94,451.92,445.22,0.015048739948789336,80885636,0.009424036890291629,36300954100,449.0694,0.0013398936869210185
18,2022-02-08,2,-0.13157635778871932,-0.07296052509724504,-0.05018974452385528,-0.08284990614837771,0.05675281659244942,-0.0378042196226477,0.05767132830438992,449.51,447.26,450.99,445.85,0.011528540989121872,84235654,-0.0050054503793019066,37763883100,448.383,0.007634442304169129
19,2022-02-07,1,0.10769891658975733,-0.06779311129504738,-0.15886989575890478,-0.03151776032040507,0.10885440491208208,0.19702770418365015,0.07232066157962608,446.35,448.7,452.78,443.83,0.020165378635964196,118358841,0.0052649266270862905,53028304400,448.3423,-0.002980891152605084
20,2022-02-04,5,-0.32095686133665313,0.15277874930613128,0.4288124721051555,0.04456182805991091,0.5563085420590382,-0.16883062705293922,-0.20591668424127474,450.95,446.6,452.97,445.71,0.016288618159790106,117684675,-0.009646302250803783,52896189400,449.2663,0.0010977932113644365
21,2022-02-03,4,-0.37001835911241676,-0.3050971140534591,-0.17783724434662596,-0.34729447525329626,-0.6122882129439362,0.07159545247467085,0.29884079993293483,455.5,457.35,458.12,453.05,0.01119081779053083,116960013,0.004061470911086768,53372635400,455.7295,-0.0017516629710174344
22,2022-02-02,3,0.4069722673987357,0.42129217734365104,0.3387737336094922,0.45529748185604013,0.8490687126296801,0.09812638310683175,0.33977925656610725,450.68,452.95,453.63,446.9384,0.01497208563864728,122913902,0.005036833229786061,55355583800,450.6124,-0.001580749978237706
23,2022-02-01,2,0.32390333588609926,0.42893846429380655,0.6045937832185002,0.34627623671783375,0.38213425134546897,0.309750806253482,0.2520808987222202,441.24,449.91,450.28,439.81,0.023805734294354314,151541041,0.019649170519445234,67525380800,446.4425,0.0
24,2022-01-31,1,0.09809182276620167,0.408025928969838,0.3635741663990042,0.421533107079984,0.18698356989976597,0.216223108469636,0.2949084588403907,432.68,441.95,442.0,427.82,0.03314478051516995,164324755,0.021424609411112096,71488104800,435.1369,0.012328053119389238
25,2022-01-28,5,-0.28857453123480054,0.10521257572117071,0.06453852113757116,0.12276702603736425,0.019988907741928602,-0.32330395958459257,-0.1289244577061259,438.26,431.24,441.59,429.45,0.028268715799278116,149249329,-0.016017888924382745,65002626300,434.4125,0.009776052138975453
26,2022-01-27,4,0.3306774357118436,-0.4893594061125342,-0.01788042527784841,-0.6547172547755067,-0.06368781925725832,-0.09692053413198966,0.23590727576779177,440.72,433.38,444.04,428.86,0.035396166581168696,185897969,-0.016654565256852494,81160136000,436.8851,0.0016431603452631007
27,2022-01-26,3,0.3492002695220266,0.32665987120261597,0.2888606229712252,0.3429447511268304,0.13376833137696392,0.2195897469816759,0.12405515870698941,433.06,434.47,439.72,427.15,0.029427601545124783,166965042,0.00325589987530602,72413077200,432.8697,-4.560718829992769e-05
28,2022-01-25,2,0.02102574170575038,0.06141142455313512,0.20258274193377665,0.008328424106481689,0.491311662601501,0.06077505431013703,-0.06629608168304646,432.03,439.84,440.38,420.76,0.04662990778591122,251783860,0.018077448325347783,108284090000,429.9699,-0.007642223864602325
29,2022-01-24,1,-0.5840589145862519,0.21700479661588484,-0.012072581234269249,0.30473166577789196,0.45469515250192244,0.03278982282299097,-0.0740284271510947,445.56,437.98,448.06,437.95,0.023084827035049695,201887711,-0.01701229912918571,89842154200,441.9541,-0.014374001806021422
30,2022-01-21,5,-0.30071157274211474,-0.3019680296992574,-0.205189747697614,-0.33234284327920177,-0.4942686461550598,-0.2900377861442399,-0.07556040523403684,453.75,446.75,458.74,444.5,0.03203599550056245,121930744,-0.015426997245179064,55157467600,452.2575,-0.0023790286391578695
31,2022-01-20,4,0.06113599999173131,0.22906656961733182,0.3272129112084162,0.1912218062642187,-0.30903519692234993,-0.060248510268063285,0.18690693490213847,458.13,451.75,459.6124,451.46,0.018057856731493377,108969473,-0.013926178159037818,49211657500,455.3471,0.00835335346209954
32,2022-01-19,3,0.6654104255883456,-0.030839448383079702,0.07435856731854665,-0.08161133544616292,0.3139609569156214,0.14252624105830558,-0.028936178882365587,459.74,456.49,459.96,455.31,0.010212822033339872,109683487,-0.007069213033453691,50195955900,457.0279,-0.0031647641705287418
33,2022-01-18,2,-0.28226787406090836,-0.12330486084069134,-0.05826890812397576,-0.15379613275742132,0.4070898038351663,0.3022808718729337,0.2903707623757092,461.19,464.72,465.09,459.9,0.011285061969993472,95835295,0.007654112188035364,44335078600,462.6382,-0.0036324879265875517
34,2022-01-14,5,-0.45085868036852655,-0.20497624735876083,0.0,-0.27076119496344375,-0.14766658779708908,-0.19722496229652955,0.2646848357061051,472.19,464.53,472.88,463.44,0.02036941135853616,90855117,-0.016222283402867542,42521402500,467.4283,0.0038816003456174065
35,2022-01-13,4,0.49972980951093626,0.08880961520123146,0.22314355131420976,0.03944173205129662,0.4519851237430572,0.22747747616614916,0.5872568419728461,471.59,471.02,473.2,468.94,0.009084317823175654,67439472,-0.001208677028774981,31838024700,470.8865,-0.0026685304025115823
36,2022-01-12,3,0.5494696593895944,0.5721754202078708,0.6756028709090358,0.5208141816494966,0.7011793522572095,0.5768266824688443,0.40224909676028325,465.23,469.75,469.85,462.05,0.016881289903690103,74130151,0.009715624529802423,34816342200,466.3707,-0.0013358778638208856
37,2022-01-11,2,0.3613956450736698,0.5855165163675798,0.6021754023542185,0.5784015626743971,0.6789808135779638,0.30158169759335135,0.07884679277580577,462.7,465.51,465.74,456.5973,0.02002355248268001,119107793,0.006073049492111525,55054957300,460.6999,0.005008383131533225
38,2022-01-10,1,-0.49306890217673155,0.3479009324448358,0.28234872647641834,0.3768098523477882,0.22314355131420976,0.4106870520893161,0.22016672581167865,467.95,466.09,469.2,464.65,0.009792316797589608,85057124,-0.003974783630729808,39700804100,466.7004,-0.00695915279819938
39,2022-01-07,5,-0.1859381972641431,0.012739025777429712,-0.18825629231376917,0.09097177820572679,0.38201948953348364,-0.1571067195145902,-0.22754708124821588,467.89,467.94,470.82,465.43,0.011580688825387247,86687445,0.0001068627241445882,40768080000,468.3001,-0.0006252804776527449
40,2022-01-06,4,-0.18721154208814647,-0.34530621633197267,-0.23157694544258461,-0.40879955601261614,-0.09247508576484846,-0.2417330177596396,0.06551275163200122,477.16,468.38,477.98,468.2801,0.0207138847027666,104052139,-0.018400536507670442,49212118900,472.6036,0.002863982217298063
41,2022-01-05,3,0.21108962697039713,-0.10944853385553584,-0.10919929196499197,-0.10919929196499197,0.061243625240718594,0.09171826353877775,0.3936864089155517,479.22,477.55,479.98,475.58,0.009251860885655482,70901714,-0.00348482951462797,33861857700,477.7358,-0.001341156746457995
42,2022-01-04,2,0.6521965769468501,0.5396205257139354,0.5270203096859714,0.5443741719668056,0.6318339957472219,0.23933061658986496,0.6240379691275424,476.3,477.71,477.85,473.85,0.008441489922971404,72512823,0.002960319126600815,34657945500,476.3436,-0.003630824447993331
43,2022-01-03,1,0.3955147772549963,0.6218580968126436,0.6435502394205732,0.611152213858331,0.7997117902825762,0.5732214399912013,0.39825972438689416,475.64,474.96,476.86,474.67,0.004613731645142937,65207243,-0.0014296526784963561,32261980100,475.5427,-0.002057353990396185
44,2021-12-31,5,0.04593709518702561,0.18363821267870142,0.292524696927569,0.15344321605526762,-0.19733338604763287,0.20469181171225476,0.23986569870040225,477.93,476.16,479.0,475.67,0.0070006517123215335,55086856,-0.0037034712196346363,26293546900,477.3499,-0.0005887300260059101
45,2021-12-30,4,0.40900493481328837,0.4357904378230765,0.3746934494414107,0.4598365118902913,0.3412228393798108,0.14248809852346261,0.20386505848022177,476.98,477.48,478.56,475.92,0.005547150781643945,54270803,0.0010482619816344501,27338412200,477.2651,0.0005230234939297757
