,Date,day_of_the_week,positive_percent_pre_market,positive_percent_55_135,positive_percent_55_95,positive_percent_95_135,positive_percent_after_market,positive_percent_yesterday_market,positive_percent_the_day_before_yesterday,Prev Open,Prev Close,Prev High,Prev Low,Prev HLPCT,Prev Volume,Prev Change Percent,Prev Trade Value,Prev VWAP,percentage_change
0,2022-05-31,2,,,,,,,,406.1556,413.474,413.5935,405.9465,0.01883745764528082,84653856,0.018018710070721658,34898718400,410.766,0.0025632964965107046
1,2022-05-27,5,,,,,,,,396.9553,403.5668,405.2893,396.7363,0.021558400378286526,81933455,0.016655527713069905,33104555200,402.7934,0.011277273842014175
2,2022-05-26,4,,,,,,,,390.6227,395.6609,397.732,390.2045,0.01929116655497318,91225026,0.01289786794264649,36106475400,394.1357,0.014422232812945397
3,2022-05-25,3,,,,,,,,390.8716,392.1959,393.4505,385.2957,0.021165042848907904,91251910,0.003388069125513324,35712086900,389.3216,0.00721349918350645
4,2022-05-24,2,,,,,,,,391.1404,395.2128,396.0194,388.701,0.018827839393261134,75701431,0.010411606676272807,29891187800,393.375,-0.005846240066134584
5,2022-05-23,1,,,,,,,,391.5586,387.9542,395.3224,378.9033,0.04333321984791374,131189558,-0.009205263273492137,50827535700,384.6333,0.009446693657741189
6,2022-05-20,5,,,,,,,,386.9485,387.7849,392.4448,385.445,0.01816030821517984,98293185,0.0021615279552704538,38378127200,388.4754,-0.017927527017482743
7,2022-05-19,4,,,,,,,,401.7645,390.1746,402.0633,388.8702,0.033926744708131444,117291039,-0.02884749648114754,46424435000,393.1064,0.008582973027872266
8,2022-05-18,3,,,,,,,,404.7815,406.5638,406.8127,400.8509,0.014872861704938126,82867486,0.004403116249136931,33598123200,404.237,-0.017348203220547694
9,2022-05-17,2,,,,,,,,398.2597,398.3692,402.2325,395.8899,0.01602112102379981,78415421,0.000274946222276491,31638530800,398.6918,-0.00246051271907377
10,2022-05-16,1,,,,,,,,395.0038,399.9922,401.4459,393.9085,0.01913490061778304,104019586,0.012628739267824797,41616459500,398.4072,0.003650273768663231
11,2022-05-13,5,,,,,,,,387.6953,390.6525,394.0977,383.4935,0.027651576884614712,124672517,0.007627639540639261,48948045000,388.0282,0.012276279303413493
12,2022-05-12,4,,,,,,,,396.3579,391.0608,402.3022,390.2742,0.03081935726215061,141985583,-0.013364436535767297,56291887200,395.4077,-0.001677154229723846
13,2022-05-11,3,,,,,,,,402.7503,397.3735,404.3335,393.1219,0.028519398181581928,132119012,-0.013350207312074015,53130873600,397.9441,0.008416239573530786
14,2022-05-10,2,,,,,,,,403.3577,396.4575,404.662,394.7947,0.02499349661988877,155379604,-0.017106900401306434,63118228900,399.2363,-0.017503522954585612
15,2022-05-09,1,,,,,,,,409.3319,409.5708,413.0159,403.985,0.02235454286669053,151665934,0.0005836339654935298,62199676700,408.2448,-0.007752320758190889
16,2022-05-06,5,,,,,,,,422.724,412.0302,423.1721,407.679,0.03800318387751154,172366442,-0.025297357140829504,71576989200,412.9992,-0.0028948136609469573
17,2022-05-05,4,,,,,,,,415.2861,427.2146,427.812,411.9305,0.038553833717095524,143814386,0.0287235715329746,60542808000,419.3615,-0.028657243816786162
18,2022-05-04,3,,,,,,,,413.225,414.5892,417.1282,411.5821,0.013475075811119985,99872002,0.0033013491439288097,41630338200,414.2197,-0.004423717839145155
19,2022-05-03,2,,,,,,,,410.2977,412.6973,414.1311,403.278,0.026912204484251516,158099510,0.005848436391429842,65055356000,409.0308,0.006963687622557101
20,2022-05-02,1,,,,,,,,421.7681,410.228,424.0383,409.4414,0.035650767118322685,145170354,-0.027361244247727592,60600317900,414.6315,-0.0006795456750300519
21,2022-04-29,5,,,,,,,,420.4737,425.97,427.7921,415.8039,0.02883137940745627,105073662,0.013071685577480873,44528642600,422.5992,-0.0072487721947309125
22,2022-04-28,4,,,,,,,,415.4455,415.4753,421.101,413.225,0.019059834230745903,121700254,7.173022694919772e-05,51017534300,417.0914,-0.004002463054340325
23,2022-04-27,3,,,,,,,,423.9985,414.3104,424.2076,414.2805,0.023962267111292943,103218473,-0.02284937328787711,43324112700,417.96,0.005871920238891829
24,2022-04-26,2,,,,,,,,421.8478,426.667,426.8462,417.0386,0.02351724756413444,119449651,0.011424025442351405,50658829400,421.8209,-0.014901712111735157
25,2022-04-25,1,,,,,,,,435.0308,424.2076,436.1983,423.6102,0.02971623440606481,132332418,-0.02487915798145783,56852993400,427.5945,-0.009298812867317275
26,2022-04-22,5,,,,,,,,446.6108,436.1759,448.0745,435.22,0.029535637149028016,85245458,-0.023364638741382813,37718746800,440.5258,-0.014923323415018567
27,2022-04-21,4,,,,,,,,444.9978,442.7973,445.645,441.5726,0.009222492518783907,64966310,-0.004944968267258798,28931442900,443.5587,-0.00858321257423217
28,2022-04-20,3,,,,,,,,435.9768,443.1259,443.8826,435.7975,0.018552424004268063,77562731,0.016397890896946755,34346333400,441.2383,-0.001968183274439545
29,2022-04-19,2,,,,,,,,434.9313,436.0863,437.8586,433.7364,0.009503929114549807,65751433,0.002655591814155414,28817620800,435.83,0.013429870040277143
30,2022-04-18,1,,,,,,,,441.6423,435.9071,442.8173,435.7975,0.016107940040959334,97709067,-0.012986074929869633,43437489000,438.1305,0.0008012637071588182
31,2022-04-14,4,,,,,,,,436.146,441.4033,442.1999,435.9568,0.014320455604775581,73888472,0.012053991094725129,32668012600,439.5113,-0.006155441817351352
32,2022-04-13,3,,,,,,,,441.1743,436.4049,443.8328,434.7721,0.020840113705548256,84127618,-0.01081069318861053,37059792400,438.7707,0.006894977168439526
33,2022-04-12,2,,,,,,,,442.1999,438.0279,443.0861,437.5002,0.012767765591878543,89574019,-0.009434647090603198,39677215100,439.7191,0.0013541572641237703
34,2022-04-11,1,,,,,,,,446.0433,445.645,448.6918,444.022,0.010517046452653268,79234758,-0.0008929626338967676,35516971800,446.1547,-0.004478993109777796
35,2022-04-08,5,,,,,,,,443.6735,446.8398,448.7516,441.6224,0.01614320288101321,77992126,0.00713655424540802,34860278500,445.0088,0.003616394321101747
36,2022-04-07,4,,,,,,,-0.06666666666666667,444.9679,444.5995,446.9992,441.5626,0.012312184048196109,106726348,-0.0008279248907618016,47640872700,443.9229,-0.0027606329266102363
37,2022-04-06,3,-0.2857142857142857,0.125,0.125,,,,,453.2621,449.0901,455.8609,447.8853,0.017807237701259773,74070558,-0.009204387483533189,33577011000,451.1279,-0.002159416397351328
38,2022-04-05,2,,,,,,,,451.1811,454.8353,454.9448,450.3148,0.010281696271141868,59412912,0.00809918677887882,27133778300,453.2896,-0.0037564254644250976
39,2022-04-04,1,,,,,,,,451.3603,450.972,451.5097,447.2082,0.009618562450330815,89005929,-0.0008602883328463208,40197856500,449.6157,0.005207988523959766
40,2022-04-01,5,,,,,,,,455.9206,449.6975,456.7869,449.2196,0.01684543595159247,121444435,-0.013649525816556629,55030761600,452.8014,-0.00648591409554113
41,2022-03-31,4,,,,,,,,458.3601,456.7271,459.2114,454.5017,0.010362337478605686,79487691,-0.003562701029168947,36476320800,456.7923,8.735913494523598e-05
